,movie,indication_year,number_indications,victories,percentage_victories,tmdb_id,imdb_id,budget,revenue,genres,production_countries
3962,The Prestige,2007,2,0,0.0,1124,tt0482571,40000000,109676311,"['Drama', 'Mystery', 'Thriller']",['US']
3963,The Price of Victory,1943,1,0,0.0,236856,tt0035210,0,0,[],[]
3964,The Pride of St. Louis,1953,1,0,0.0,43188,tt0045049,0,0,['Drama'],['US']
3965,The Pride of the Yankees,1943,11,1,9.090909090909092,19140,tt0035211,0,0,"['Drama', 'Family']",['US']
3966,The Prime of Miss Jean Brodie,1970,2,1,50.0,5179,tt0064840,0,0,['Drama'],['GB']
3967,The Prince of Egypt,1999,2,1,50.0,9837,tt0120794,70000000,218613188,"['Adventure', 'Animation', 'Drama', 'Family', 'Music']",['US']
3968,The Prince of Tides,1992,7,0,0.0,10333,tt0102713,30000000,74787599,"['Drama', 'Romance']",['US']
3969,The Princess Bride,1988,1,0,0.0,2493,tt0093779,16000000,30857814,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",['US']
3970,The Princess and the Frog,2010,3,0,0.0,10198,tt0780521,105000000,270997378,"['Romance', 'Family', 'Animation', 'Music']",['US']
3971,The Princess and the Pirate,1945,2,0,0.0,30506,tt0037193,0,0,"['Romance', 'Comedy', 'Adventure']",['US']
3972,The Prisoner of Zenda,1938,2,0,0.0,43867,tt0029442,0,0,"['Adventure', 'Drama', 'Romance']",['US']
3973,The Private Life of Helen of Troy,1929,1,0,0.0,0,False,False,False,False,False
3974,The Private Life of Henry VIII,1934,2,1,50.0,43122,tt0024473,0,0,"['Comedy', 'Drama', 'Romance', 'History']",['GB']
3975,The Private Life of the Gannets,1938,1,1,100.0,0,False,False,False,False,False
3976,The Private Lives of Elizabeth and Essex,1940,5,0,0.0,16902,tt0031826,0,0,"['Drama', 'Romance']",['US']
3977,The Private War of Major Benson,1956,1,0,0.0,110502,tt0048513,0,0,"['Comedy', 'Family', 'Romance']",[]
3978,The Prizefighter and the Lady,1934,1,0,0.0,95854,tt0024475,0,0,"['Romance', 'Crime']",['US']
3979,The Producers,1969,2,1,50.0,0,False,False,False,False,False
3980,The Profession of Arms,1984,1,0,0.0,136673,tt0086147,0,0,"['Documentary', 'War']",[]
3981,The Professionals,1967,3,0,0.0,22383,tt0060862,0,0,"['Action', 'Adventure', 'Western']",['US']
3982,The Promise,1980,1,0,0.0,109251,tt0079756,0,0,"['Drama', 'Romance']",['US']
3983,The Promoter,1953,1,0,0.0,43369,tt0045056,0,0,"['Comedy', 'Drama', 'Family', 'Romance']",['GB']
3984,The Proud and Profane,1957,2,0,0.0,60525,tt0049640,0,0,"['Drama', 'Romance']",['US']
3985,The Proud and the Beautiful,1957,1,0,0.0,0,False,False,False,False,False
3986,The Public Enemy,1932,1,0,0.0,17687,tt0022286,0,0,"['Drama', 'Action', 'Crime']",['US']
3987,The Public Pays,1937,1,1,100.0,130386,tt0028146,0,0,[],['US']
3988,The Pumpkin Eater,1965,1,0,0.0,69557,tt0058500,0,0,['Drama'],['GB']
3989,The Purple Rose of Cairo,1986,1,0,0.0,10849,tt0089853,15000000,10631333,"['Fantasy', 'Comedy', 'Romance']",['US']
3990,The Pursuit of Happyness,2007,1,0,0.0,1402,tt0454921,55000000,307077295,['Drama'],['US']
3991,The Queen,2007,6,1,16.666666666666668,1165,tt0436697,15000000,123384128,['Drama'],"['FR', 'IT', 'GB', 'US']"
3992,The Quiet American,2003,1,0,0.0,8198,tt0258068,30000000,27674124,"['Romance', 'Thriller']",['US']
3993,The Quiet Man,1953,7,2,28.57142857142857,3109,tt0045061,0,0,"['Comedy', 'Drama', 'Romance']",['US']
3994,The Quiet One,1949,1,0,0.0,99185,tt0040717,0,0,"['Drama', 'Documentary']",['US']
3995,The Quiet One,1950,1,0,0.0,0,False,False,False,False,False
3996,The RA Expeditions,1972,1,0,0.0,0,False,False,False,False,False
3997,The Race for Space,1960,1,0,0.0,149274,tt0053205,0,0,[],[]
3998,The Racket,1929,1,0,0.0,27777,tt0019304,0,0,"['Crime', 'Drama']",['US']
3999,The Rainmaker,1957,2,0,0.0,43542,tt0049653,0,0,"['Comedy', 'Romance', 'Western']",['US']
4000,The Rains Came,1940,6,1,16.666666666666668,115109,tt0031835,0,0,"['Drama', 'Romance', 'Adventure']",['US']
4001,The Rains of Ranchipur,1956,1,0,0.0,0,False,False,False,False,False
4002,The Razor's Edge,1947,4,1,25.0,56135,tt0038873,0,0,"['Drama', 'Romance']",['US']
4003,The Reader,2009,5,1,20.0,8055,tt0976051,32000000,113019290,"['Drama', 'Romance']","['DE', 'US']"
4004,The Really Big Family,1967,1,0,0.0,149298,tt0062180,0,0,['Documentary'],['US']
4005,The Reaper (La Parka),2015,1,0,0.0,0,False,False,False,False,False
4006,The Rear Gunner,1944,1,0,0.0,100824,tt0036293,0,0,"['Drama', 'War']",['US']
4007,The Red Balloon,1957,1,1,100.0,15265,tt0048980,0,0,"['Fantasy', 'Drama', 'Family']",['FR']
4008,The Red Danube,1951,1,0,0.0,0,False,False,False,False,False
4009,The Red Lanterns,1964,1,0,0.0,47790,tt0057229,0,0,['Drama'],['GR']
4010,The Red Shoes,1949,5,2,40.0,19542,tt0040725,500000,0,"['Drama', 'Romance']",['GB']
4011,The Red Turtle,2017,1,0,0.0,337703,tt3666024,0,921974,"['Animation', 'Drama', 'Fantasy']","['BE', 'FR', 'JP']"
4012,The Red Violin,2000,1,1,100.0,0,False,False,False,False,False
4013,The Redwoods,1968,1,1,100.0,243314,tt0062184,0,0,['Documentary'],[]
4014,The Rehearsal,1972,1,0,0.0,0,False,False,False,False,False
4015,The Reivers,1970,2,0,0.0,5928,tt0064886,0,0,"['Comedy', 'Drama']",['US']
4016,The Remains of the Day,1994,8,0,0.0,1245,tt0107943,11500000,23237911,"['Drama', 'Romance']","['GB', 'US']"
4017,The Rescuers,1978,1,0,0.0,0,False,False,False,False,False
4018,The Restless Conscience,1992,1,0,0.0,136649,tt0102778,0,0,['Documentary'],[]
4019,The Resurrection of Broncho Billy,1971,1,1,100.0,107486,tt0066294,0,0,[],[]
4020,The Return of Martin Guerre,1984,1,0,0.0,0,False,False,False,False,False
4021,The Revenant,2016,12,3,25.0,1,False,False,False,False,False
4022,The Revolving Door,1969,1,0,0.0,0,False,False,False,False,False
4023,The Richest Girl in the World,1935,1,0,0.0,1,False,False,False,False,False
4024,The Right Stuff,1984,8,4,50.0,1,False,False,False,False,False
4025,The Right to Love,1932,1,0,0.0,0,False,False,False,False,False
4026,The Rise and Fall of Legs Diamond,1961,1,0,0.0,1,False,False,False,False,False
4027,The Rising Tide,1950,1,0,0.0,1,False,False,False,False,False
4028,The River,1985,5,1,20.0,1,False,False,False,False,False
4029,The Road a Year Long,1959,1,0,0.0,0,False,False,False,False,False
4030,The Road to the Wall,1963,1,0,0.0,1,False,False,False,False,False
4031,The Robe,1954,5,2,40.0,1,False,False,False,False,False
4032,The Rock,1997,1,0,0.0,1,False,False,False,False,False
4033,The Rogue Song,1931,1,0,0.0,1,False,False,False,False,False
4034,The Roman Spring of Mrs. Stone,1962,1,0,0.0,1,False,False,False,False,False
4035,The Rookie Bear,1942,1,0,0.0,1,False,False,False,False,False
4036,The Rose,1980,4,0,0.0,1,False,False,False,False,False
4037,The Rose Tattoo,1956,8,3,37.5,1,False,False,False,False,False
4038,The Royal Family of Broadway,1932,1,0,0.0,0,False,False,False,False,False
4039,The Royal Tenenbaums,2002,1,0,0.0,1,False,False,False,False,False
4040,The Ruling Class,1973,1,0,0.0,1,False,False,False,False,False
4041,"The Running, Jumping and Standing-Still Film",1960,1,0,0.0,1,False,False,False,False,False
4042,The Russians Are Coming The Russians Are Coming,1967,4,0,0.0,1,False,False,False,False,False
4043,The Salesman,2017,1,1,100.0,1,False,False,False,False,False
4044,The Salt of the Earth,2015,1,0,0.0,1,False,False,False,False,False
4045,The Sand Castle,1978,1,1,100.0,1,False,False,False,False,False
4046,The Sand Pebbles,1967,8,0,0.0,1,False,False,False,False,False
4047,The Sandman,1993,1,0,0.0,0,False,False,False,False,False
4048,The Sandpiper,1966,1,1,100.0,1,False,False,False,False,False
4049,The Savages,2008,2,0,0.0,1,False,False,False,False,False
4050,The Saviour,2007,1,0,0.0,0,False,False,False,False,False
4051,The Scent of Green Papaya,1994,1,0,0.0,1,False,False,False,False,False
4052,The Scoundrel,1936,1,1,100.0,1,False,False,False,False,False
4053,The Screw (La Vis),1994,1,0,0.0,0,False,False,False,False,False
4054,The Sea,1934,1,0,0.0,1,False,False,False,False,False
4055,The Sea Hawk,1941,4,0,0.0,1,False,False,False,False,False
4056,The Sea Inside,2005,2,1,50.0,1,False,False,False,False,False
4057,The Sea Wolf,1942,1,0,0.0,1,False,False,False,False,False
4058,The Sea around Us,1953,1,1,100.0,0,False,False,False,False,False
4059,The Search,1949,4,1,25.0,1,False,False,False,False,False
4060,The Secret Land,1949,1,1,100.0,1,False,False,False,False,False
4061,The Secret in Their Eyes,2010,1,1,100.0,1,False,False,False,False,False
4062,The Secret of Kells,2010,1,0,0.0,1,False,False,False,False,False
4063,The Secret of Santa Vittoria,1970,2,0,0.0,1,False,False,False,False,False
4064,The Seeing Eye,1952,1,0,0.0,1,False,False,False,False,False
4065,The Selfish Giant,1972,1,0,0.0,1,False,False,False,False,False
4066,The Sessions,2013,1,0,0.0,1,False,False,False,False,False
4067,The Seven Little Foys,1956,1,0,0.0,1,False,False,False,False,False
4068,The Seven-per-cent Solution,1977,2,0,0.0,1,False,False,False,False,False
4069,The Seventh Cross,1945,1,0,0.0,1,False,False,False,False,False
4070,The Seventh Veil,1947,1,1,100.0,0,False,False,False,False,False
4071,The Shadow of Hate,1996,1,0,0.0,1,False,False,False,False,False
4072,The Shanghai Gesture,1943,2,0,0.0,0,False,False,False,False,False
4073,The Shawshank Redemption,1995,7,0,0.0,1,False,False,False,False,False
4074,The Sheep Has Five Legs,1956,1,0,0.0,0,False,False,False,False,False
4075,The Sheepman,1959,1,0,0.0,1,False,False,False,False,False
4076,The Shepherd,1971,1,0,0.0,0,False,False,False,False,False
4077,The Shetland Experience,1978,1,0,0.0,1,False,False,False,False,False
4078,The Shoes of the Fisherman,1969,2,0,0.0,1,False,False,False,False,False
4079,The Shootist,1977,1,0,0.0,1,False,False,False,False,False
4080,The Shop on Main Street,1967,1,0,0.0,0,False,False,False,False,False
4081,The Shop on Main Street,1966,1,1,100.0,1,False,False,False,False,False
4082,The Shore,2012,1,1,100.0,1,False,False,False,False,False
4083,The Sign of the Cross,1934,1,0,0.0,0,False,False,False,False,False
4084,The Silence,1983,1,0,0.0,1,False,False,False,False,False
4085,The Silence of the Lambs,1992,7,5,71.42857142857143,1,False,False,False,False,False
4086,The Silent Revolution,1973,1,0,0.0,1,False,False,False,False,False
4087,The Silent World,1957,1,1,100.0,1,False,False,False,False,False
4088,The Silver Chalice,1955,2,0,0.0,1,False,False,False,False,False
4089,The Sin of Madelon Claudet,1933,1,1,100.0,0,False,False,False,False,False
4090,The Singing Nun,1967,1,0,0.0,1,False,False,False,False,False
4091,The Sixth Sense,2000,6,0,0.0,1,False,False,False,False,False
4092,The Sky's the Limit,1944,2,0,0.0,1,False,False,False,False,False
4093,The Slender Thread,1966,2,0,0.0,1,False,False,False,False,False
4094,The Slipper and the Rose--The Story of Cinderella,1978,2,0,0.0,0,False,False,False,False,False
4095,The Smiling Lieutenant,1933,1,0,0.0,0,False,False,False,False,False
4096,The Snake Pit,1949,6,1,16.666666666666668,1,False,False,False,False,False
4097,The Sniper,1953,1,0,0.0,1,False,False,False,False,False
4098,The Snowman,1983,1,0,0.0,1,False,False,False,False,False
4099,The Snows of Kilimanjaro,1953,2,0,0.0,1,False,False,False,False,False
4100,The Social Network,2011,8,3,37.5,1,False,False,False,False,False
4101,The Solar Film,1980,1,0,0.0,0,False,False,False,False,False
4102,The Solid Gold Cadillac,1957,2,1,50.0,1,False,False,False,False,False
4103,The Son of Monte Cristo,1942,1,0,0.0,0,False,False,False,False,False
4104,The Song of Bernadette,1944,12,4,33.333333333333336,1,False,False,False,False,False
4105,The Sorrow and the Pity,1972,1,0,0.0,0,False,False,False,False,False
4106,The Sound of Music,1966,10,5,50.0,1,False,False,False,False,False
4107,The Southerner,1946,3,0,0.0,1,False,False,False,False,False
4108,The Spanish Main,1946,1,0,0.0,1,False,False,False,False,False
4109,The Spiral Staircase,1947,1,0,0.0,1,False,False,False,False,False
4110,The Spirit of America,1964,1,0,0.0,243250,tt0057524,0,0,[],[]
4111,The Spirit of St. Louis,1958,1,0,0.0,18776,tt0051003,0,0,"['Action', 'Drama', 'History']",['US']
4112,The Spoilers,1943,1,0,0.0,43785,tt0035369,0,0,"['Romance', 'Western']",['US']
4113,The Spy Who Came In from the Cold,1966,2,0,0.0,13580,tt0059749,0,0,"['Drama', 'Thriller']",['GB']
4114,The Spy Who Loved Me,1978,3,0,0.0,691,tt0076752,14000000,185438673,"['Adventure', 'Action', 'Thriller']","['GB', 'US']"
4115,The Square,2014,1,0,0.0,159037,tt2486682,0,0,"['Documentary', 'Drama', 'History']","['GB', 'US', 'EG']"
4116,The Squid and the Whale,2006,1,0,0.0,10707,tt0367089,1500000,11098131,"['Comedy', 'Drama']",['US']
4117,The Stairs,1951,1,0,0.0,242971,tt0042996,0,0,[],[]
4118,The Star,1953,1,0,0.0,85783,tt0045186,0,0,['Drama'],['US']
4119,The Star Maker,1996,1,0,0.0,37975,tt0114808,0,0,"['Drama', 'Romance']",['IT']
4120,The Star Witness,1933,1,0,0.0,0,False,False,False,False,False
4121,The Statue of Liberty,1986,1,0,0.0,51594,tt0092011,0,0,"['History', 'Documentary']",[]
4122,The Stepmother,1973,1,0,0.0,87886,tt0067793,0,0,['Drama'],['US']
4123,The Sterile Cuckoo,1970,2,0,0.0,54494,tt0065037,0,0,"['Comedy', 'Drama']",['US']
4124,The Sting,1974,10,7,70.0,9277,tt0070735,5500000,159616327,"['Comedy', 'Crime', 'Drama']",['US']
4125,The Sting II,1984,1,0,0.0,36912,tt0086370,0,6347072,"['Action', 'Comedy', 'Drama']",['US']
4126,The Stone Carvers,1985,1,1,100.0,244656,tt0088177,0,0,[],[]
4127,The Story of Adele H.,1976,1,0,0.0,1829,tt0073114,0,0,"['Drama', 'History', 'Romance']",['FR']
4128,The Story of Dr. Wassell,1945,1,0,0.0,92399,tt0037316,0,0,"['Drama', 'Action']",['US']
4129,The Story of Louis Pasteur,1937,4,3,75.0,74469,tt0028313,0,0,"['History', 'Drama']",['US']
4130,The Story of Three Loves,1954,1,0,0.0,130424,tt0046374,0,0,['Romance'],['US']
4131,The Story of Time,1952,1,0,0.0,242979,tt0044077,0,0,[],[]
4132,The Story of the Weeping Camel,2005,1,0,0.0,0,False,False,False,False,False
4133,The Straight Story,2000,1,0,0.0,404,tt0166896,10000000,0,['Drama'],['US']
4134,The Strange Love of Martha Ivers,1947,1,0,0.0,27033,tt0038988,0,0,['Drama'],['US']
4135,The Stranger,1947,1,0,0.0,20246,tt0038991,0,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",['US']
4136,The Stratford Adventure,1955,1,0,0.0,149261,tt0047530,0,0,['Documentary'],['CA']
4137,The Stratton Story,1950,1,1,100.0,43440,tt0041928,0,0,['Drama'],['US']
4138,The Strauss Fantasy,1955,1,0,0.0,0,False,False,False,False,False
4139,The Strawberry Blonde,1942,1,0,0.0,76465,tt0034236,0,0,"['Comedy', 'Romance']",['US']
4140,The Street,1977,1,0,0.0,95380,tt0075273,0,0,"['Comedy', 'Animation', 'Drama']",['CA']
4141,The Strip,1952,1,0,0.0,95949,tt0044083,0,0,"['Crime', 'Drama']",['US']
4142,The Stripper,1964,1,0,0.0,170343,tt0057537,0,0,"['Romance', 'Drama']",['US']
4143,The Stunt Man,1981,3,0,0.0,42160,tt0081568,0,0,"['Action', 'Comedy', 'Drama', 'Thriller']",['US']
4144,The Subject Was Roses,1969,2,1,50.0,118872,tt0063654,0,0,['Drama'],['US']
4145,The Sullivans,1945,1,0,0.0,43504,tt0037323,0,0,"['Drama', 'History', 'War']",['US']
4146,The Sundowners,1961,5,0,0.0,43047,tt0054353,0,0,"['Drama', 'Adventure']",['GB']
4147,The Sunshine Boys,1976,4,1,25.0,16561,tt0073766,0,0,['Comedy'],['US']
4148,The Swarm,1979,1,0,0.0,46878,tt0078350,0,0,"['Action', 'Drama', 'Horror', 'Science Fiction']",['US']
4149,The Sweet Hereafter,1998,2,0,0.0,10217,tt0120255,5000000,3263585,['Drama'],['CA']
4150,The Sword in the Stone,1964,1,0,0.0,9078,tt0057546,3000000,22182353,"['Animation', 'Family']",['US']
4151,The Tale of the Princess Kaguya,2015,1,0,0.0,0,False,False,False,False,False
4152,The Talented Mr. Ripley,2000,5,0,0.0,1213,tt0134119,40000000,128798265,"['Thriller', 'Crime', 'Drama']",['US']
4153,The Talk of the Town,1943,7,0,0.0,23159,tt0035417,0,0,"['Comedy', 'Drama']",['US']
4154,The Taming of the Shrew,1968,2,0,0.0,25560,tt0061407,0,0,"['Comedy', 'Drama', 'Romance']","['IT', 'US']"
4155,The Tanks Are Coming,1942,1,0,0.0,32939,tt0034263,0,0,['Comedy'],[]
4156,The Taste of Others,2001,1,0,0.0,10697,tt0216787,0,0,"['Drama', 'Comedy', 'Romance']",['FR']
4157,The Tell Tale Heart,1954,1,0,0.0,127401,tt0046408,0,0,"['Horror', 'Animation', 'Crime']",['US']
4158,The Tempest,2011,1,0,0.0,0,False,False,False,False,False
4159,The Ten Commandments,1957,7,1,14.285714285714285,6844,tt0049833,13000000,122700000,"['Drama', 'History']",['US']
4160,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1988,1,1,100.0,182561,tt0094119,0,0,[],[]
4161,The Tender Tale of Cinderella Penguin,1982,1,0,0.0,244389,tt0083182,0,0,['Animation'],['CA']
4162,The Tender Trap,1956,1,0,0.0,43326,tt0048705,0,0,"['Comedy', 'Music', 'Romance']",['US']
4163,The Texas Rangers,1937,1,0,0.0,50104,tt0028352,0,0,['Western'],['US']
4164,The Theory of Everything,2015,5,1,20.0,266856,tt2980516,15000000,123726688,"['Drama', 'Romance']",['GB']
4165,The Thief,1998,1,0,0.0,46187,tt0124207,0,0,['Drama'],"['RU', 'FR']"
4166,The Thief,1953,1,0,0.0,38417,tt0045230,0,0,"['Crime', 'Thriller']",['US']
4167,The Thief of Bagdad,1941,4,3,75.0,12232,tt0033152,0,0,"['Action', 'Adventure', 'Family', 'Fantasy']",['GB']
4168,The Thieving Magpie (La Gazza Ladra),1966,1,0,0.0,0,False,False,False,False,False
4169,The Thin Man,1935,4,0,0.0,3529,tt0025878,226408,1423000,"['Comedy', 'Crime', 'Mystery']",['US']
4170,The Thin Red Line,1999,7,0,0.0,8741,tt0120863,52000000,98126565,"['Drama', 'History', 'War']","['CA', 'US']"
4171,The Third Man,1951,3,1,33.333333333333336,0,False,False,False,False,False
4172,The Thomas Crown Affair,1969,2,1,50.0,912,tt0063688,4300000,0,"['Romance', 'Crime', 'Thriller', 'Drama']",['US']
4173,The Three Caballeros,1946,2,0,0.0,0,False,False,False,False,False
4174,The Three Faces of Eve,1958,1,1,100.0,28285,tt0051077,0,0,"['Drama', 'Mystery']",['US']
4175,The Three Little Pigs,1934,1,1,100.0,34463,tt0024660,15719,0,"['Music', 'Animation', 'Comedy', 'Family']",['US']
4176,The Three Musketeers,1949,1,0,0.0,41609,tt0040876,0,0,"['Romance', 'Action', 'Adventure', 'Drama']",['US']
4177,The Tide of Traffic,1973,1,0,0.0,243371,tt0069379,0,0,[],[]
4178,The Time Machine,1961,1,1,100.0,2134,tt0054387,750000,0,"['Thriller', 'Adventure', 'Fantasy', 'Science Fiction', 'Romance']",['US']
4179,The Time Machine,2003,1,0,0.0,2135,tt0268695,80000000,123729176,"['Science Fiction', 'Adventure', 'Action']",['US']
4180,"The Time, the Place and the Girl",1948,1,0,0.0,0,False,False,False,False,False
4181,The Times of Harvey Milk,1985,1,1,100.0,33138,tt0088275,0,0,['Documentary'],['US']
4182,The Tin Drum,1980,1,1,100.0,659,tt0078875,0,0,"['Drama', 'History', 'War']","['DE', 'HR', 'PL', 'FR']"
4183,The Tin Star,1958,1,0,0.0,30054,tt0051087,0,0,"['Romance', 'Western']",['US']
4184,The Titan: Story of Michelangelo,1951,1,1,100.0,114498,tt0043050,0,0,[],['DE']
4185,The Toast of New Orleans,1951,1,0,0.0,52847,tt0043053,0,0,"['Drama', 'Music', 'Romance']",['US']
4186,The Tonto Woman,2008,1,0,0.0,0,False,False,False,False,False
4187,The Tortoise and the Hare,1935,1,1,100.0,0,False,False,False,False,False
4188,The Towering Inferno,1975,8,3,37.5,5919,tt0072308,14000000,116000000,"['Action', 'Thriller']",['US']
4189,The Town,2011,1,0,0.0,23168,tt0840361,37000000,154026136,"['Crime', 'Drama', 'Thriller']",['US']
4190,The Train,1966,1,0,0.0,0,False,False,False,False,False
4191,The Treasure of the Sierra Madre,1949,4,3,75.0,3090,tt0040897,3800000,4307000,"['Action', 'Adventure', 'Drama', 'Western']",['US']
4192,The Tree of Life,2012,3,0,0.0,8967,tt0478304,32000000,54674226,"['Drama', 'Fantasy']",['US']
4193,The Trespasser,1931,1,0,0.0,0,False,False,False,False,False
4194,The Trip to Bountiful,1986,2,1,50.0,47908,tt0090203,0,7218340,['Drama'],['US']
4195,The Triplets of Belleville,2004,2,0,0.0,9662,tt0286244,8000000,1477676,"['Drama', 'Animation', 'Comedy']","['FR', 'BE', 'CA', 'GB']"
4196,The Truce,1975,1,0,0.0,127449,tt0072315,0,0,[],['AR']
4197,The True Glory,1946,1,1,100.0,49011,tt0038192,0,0,['Documentary'],"['GB', 'US']"
4198,The True Story of the Civil War,1957,1,1,100.0,0,False,False,False,False,False
4199,The Truman Show,1999,3,0,0.0,37165,tt0120382,60000000,264118201,"['Comedy', 'Drama']",['US']
4200,The Truth about Mother Goose,1958,1,0,0.0,97884,tt0051115,0,0,['Animation'],['US']
4201,The Tsunami and the Cherry Blossom,2012,1,0,0.0,84346,tt2028578,0,0,"['Documentary', 'Foreign']",[]
4202,The Turning Point,1978,11,0,0.0,61280,tt0076843,0,0,"['Drama', 'Romance']",['US']
4203,The Twilight Samurai,2004,1,0,0.0,0,False,False,False,False,False
4204,The Two Mouseketeers,1952,1,1,100.0,0,False,False,False,False,False
4205,The Ugly Duckling,1940,1,1,100.0,418956,tt0032071,0,0,['Animation'],['US']
4206,The Umbrellas of Cherbourg,1966,4,0,0.0,0,False,False,False,False,False
4207,The Umbrellas of Cherbourg,1965,1,0,0.0,5967,tt0058450,0,0,"['Drama', 'Romance']","['DE', 'FR']"
4208,The Unbearable Lightness of Being,1989,2,0,0.0,10644,tt0096332,17000000,10006806,"['Comedy', 'Romance']",['US']
4209,The Uninvited,1945,1,0,0.0,16373,tt0037415,0,0,"['Drama', 'Fantasy', 'Horror', 'Mystery']",['US']
4210,The Unseen,1946,1,0,0.0,44001,tt0038205,0,0,"['Thriller', 'Mystery', 'Drama']",['US']
4211,The Unsinkable Molly Brown,1965,6,0,0.0,42797,tt0058708,0,0,"['Comedy', 'Music']",['US']
4212,The Untouchables,1988,4,1,25.0,117,tt0094226,25000000,76270454,"['Crime', 'Drama', 'History', 'Thriller']",['US']
