movie,indication_year,number_indications,victories,percentage_victories,tmdb_id
Manhattan,1980,2,0,0.0,696
The Dark Command,1941,2,0,0.0,40639
The Dark Wave,1957,2,0,0.0,243035
Malèna,2001,2,0,0.0,10867
Malcolm X,1993,2,0,0.0,1883
The Day of the Dolphin,1974,2,0,0.0,42470
The Day of the Locust,1976,2,0,0.0,5122
The Dead,1988,2,0,0.0,39507
Madame X,1930,2,0,0.0,39075
Lorenzo's Oil,1993,2,0,0.0,2007
The Flight of the Phoenix,1966,2,0,0.0,10243
Teenage Rebel,1957,2,0,0.0,94257
"O Brother, Where Art Thou?",2001,2,0,0.0,134
Husbands and Wives,1993,2,0,0.0,28384
Notorious,1947,2,0,0.0,303
The Last Station,2010,2,0,0.0,36811
North Country,2006,2,0,0.0,9701
The Americanization of Emily,1965,2,0,0.0,42791
Knights of the Round Table,1954,2,0,0.0,19957
The Andromeda Strain,1972,2,0,0.0,10514
The Assassination of Jesse James by the Coward Robert Ford,2008,2,0,0.0,4512
Night Must Fall,1938,2,0,0.0,91727
Ice Station Zebra,1969,2,0,0.0,17657
The Last Angry Man,1960,2,0,0.0,126781
Imitation of Life,1960,2,0,0.0,34148
That Obscure Object of Desire,1978,2,0,0.0,5781
Iron Man,2009,2,0,0.0,1726
Teacher's Pet,1959,2,0,0.0,43137
Out of Sight,1999,2,0,0.0,1389
The Lone Ranger,2014,2,0,0.0,57201
Home Alone,1991,2,0,0.0,771
Hondo,1954,2,0,0.0,6529
Our Dancing Daughters,1930,2,0,0.0,0
Hoosiers,1987,2,0,0.0,5693
Orlando,1994,2,0,0.0,0
Tchaikovsky,1972,2,0,0.0,0
Only Angels Have Wings,1940,2,0,0.0,1
On the Beach,1960,2,0,0.0,1
Houseboat,1959,2,0,0.0,1
Moana,2017,2,0,0.0,1
The Great Santini,1981,2,0,0.0,0
The Grandmaster,2014,2,0,0.0,1
The Flame and the Arrow,1951,2,0,0.0,1
Ladyhawke,1986,2,0,0.0,1
"Lady, Let's Dance",1945,2,0,0.0,1
The Frogmen,1952,2,0,0.0,1
King Rat,1966,2,0,0.0,1
Ladies in Retirement,1942,2,0,0.0,1
The Gorgeous Hussy,1937,2,0,0.0,1
La Traviata,1983,2,0,0.0,1
La Ronde,1952,2,0,0.0,0
The Garden of Allah,1937,2,0,0.0,1
Kiss of Death,1948,2,0,0.0,1
Kubo and the Two Strings,2017,2,0,0.0,1
The Goldwyn Follies,1939,2,0,0.0,1
The Firm,1994,2,0,0.0,1
The Fallen Idol,1950,2,0,0.0,0
Little Shop of Horrors,1987,2,0,0.0,1
Looking for Mr. Goodbar,1978,2,0,0.0,1
Juliet of the Spirits,1967,2,0,0.0,0
Julie,1957,2,0,0.0,1
Lone Survivor,2014,2,0,0.0,1
Lloyds of London,1937,2,0,0.0,1
The Green Years,1947,2,0,0.0,1
Little Dorrit,1989,2,0,0.0,0
The Emperor Waltz,1949,2,0,0.0,38804
The End of the Affair,2000,2,0,0.0,20024
Kagemusha (The Shadow Warrior),1981,2,0,0.0,11953
The Great White Hope,1971,2,0,0.0,17978
The Snows of Kilimanjaro,1953,2,0,0.0,4460
Basic Instinct,1993,2,0,0.0,402
Aloma of the South Seas,1942,2,0,0.0,183632
That Lady in Ermine,1949,1,0,0.0,52278
W.E.,2012,1,0,0.0,80591
Thank Your Lucky Stars,1944,1,0,0.0,43514
The 500 Hats of Bartholomew Cubbins,1944,1,0,0.0,240362
Thanks a Million,1936,1,0,0.0,142142
That Uncertain Feeling,1942,1,0,0.0,43799
Thar She Blows!,1953,1,0,0.0,242988
That Forsyte Woman,1951,1,0,0.0,0
Wabash Avenue,1951,1,0,0.0,110669
That Thing You Do!,1997,1,0,0.0,9591
Waco: The Rules of Engagement,1998,1,0,0.0,34044
That Girl from Paris,1937,1,0,0.0,218369
That Man from Rio,1965,1,0,0.0,4034
Walky Talky Hawky,1947,1,0,0.0,100388
Testament,1984,1,0,0.0,21259
The Adventures of Tom Sawyer,1939,1,0,0.0,30977
Walls of Fire,1974,1,0,0.0,0
The Adventures of Tintin,2012,1,0,0.0,17578
Waltzing Regitze,1990,1,0,0.0,41929
Visit to a Small Planet,1961,1,0,0.0,88376
Waltz with Bashir,2009,1,0,0.0,8885
Vitelloni,1958,1,0,0.0,0
Tell the Truth and Run: George Seldes and the American Press,1997,1,0,0.0,41221
Ten Gentlemen from West Point,1943,1,0,0.0,218302
Viva Italia!,1979,1,0,0.0,0
Tender Is the Night,1963,1,0,0.0,121903
Tequila Sunrise,1989,1,0,0.0,10396
Waldo Salt: A Screenwriter's Journey,1991,1,0,0.0,149395
That's Me,1964,1,0,0.0,243242
The Addams Family,1992,1,0,0.0,2907
Venus,2007,1,0,0.0,0
War Photographer,2002,1,0,0.0,12722
Tea for Two Hundred,1949,1,0,0.0,90497
The Amityville Horror,1980,1,0,0.0,11449
Ted,2013,1,0,0.0,72105
Victory through Air Power,1944,1,0,0.0,22779
War Clouds in the Pacific,1942,1,0,0.0,0
Varsity Show,1938,1,0,0.0,190024
Virunga,2015,1,0,0.0,263614
The Amazing Mrs. Holliday,1944,1,0,0.0,45216
"Wanted, a Master",1937,1,0,0.0,233691
The Affairs of Susan,1946,1,0,0.0,192938
Velvet Goldmine,1999,1,0,0.0,1808
Victor,1999,1,0,0.0,0
The 100-Year-Old Man Who Climbed out the Window and Disappeared,2016,1,0,0.0,0
War Department Report,1944,1,0,0.0,112918
Vatel,2001,1,0,0.0,7093
Technological Threat,1989,1,0,0.0,210964
The American President,1996,1,0,0.0,9087
Wait until Dark,1968,1,0,0.0,11206
The Affair of the Necklace,2002,1,0,0.0,19076
That's Life,1987,1,0,0.0,52961
Walking,1970,1,0,0.0,0
Walk on the Wild Side,1963,1,0,0.0,60792
"The 5,000 Fingers of Dr. T",1954,1,0,0.0,33743
The 400 Blows,1960,1,0,0.0,147
Voyage to Next,1975,1,0,0.0,162770
The 81st Blow,1975,1,0,0.0,149337
The Actress,1954,1,0,0.0,98364
Voice in the Wind,1945,2,0,0.0,42294
The Case of Sergeant Grischa,1931,1,0,0.0,173715
The Blue Dahlia,1947,1,0,0.0,16090
Tumbleweeds,2000,1,0,0.0,55123
Turkish Delight,1974,1,0,0.0,21035
The Boat Is Full,1982,1,0,0.0,42140
Turkey the Bridge,1967,1,0,0.0,0
Tupac: Resurrection,2005,1,0,0.0,0
Tup Tup,1973,1,0,0.0,0
Tunes of Glory,1961,1,0,0.0,43048
The Bridge,1960,1,0,0.0,1566
Troy,2005,1,0,0.0,652
Twist of Faith,2005,1,0,0.0,0
The Cell,2001,1,0,0.0,8843
The Cat Came Back,1989,1,0,0.0,81424
Twice in a Lifetime,1986,1,0,0.0,123049
The Cathedral,2003,1,0,0.0,15990
Tristana,1971,1,0,0.0,35838
Trio,1951,1,0,0.0,134168
Tribute,1981,1,0,0.0,130917
The Chalk Garden,1965,1,0,0.0,66022
Trolls,2017,1,0,0.0,136799
Triangle,1995,1,0,0.0,214153
The Challenge...A Tribute to Modern Art,1975,1,0,0.0,149336
Trial,1956,1,0,0.0,114083
Trees and Jamaica Daddy,1958,1,0,0.0,243165
The Champ,1980,1,0,0.0,30547
Treasure Planet,2003,1,0,0.0,9016
Twenty-One Miles,1943,1,0,0.0,236858
Twin Sisters of Kyoto,1964,1,0,0.0,202763
Teresa,1952,1,0,0.0,217948
The Boy and the Eagle,1950,1,0,0.0,240457
Volcano:  An Inquiry into the Life and Death of Malcolm Lowry,1977,1,0,0.0,149348
Volver,2007,1,0,0.0,219
Terminus,1964,1,0,0.0,25253
The Absent-Minded Waiter,1978,1,0,0.0,21102
Von Ryan's Express,1966,1,0,0.0,21876
The Act of Killing,2014,1,0,0.0,0
The Battle of the Bulge...The Brave Rifles,1966,1,0,0.0,149293
Vanilla Sky,2002,1,0,0.0,1903
Tubby the Tuba,1948,1,0,0.0,211507
The Boxtrolls,2015,1,0,0.0,170687
Tulips Shall Grow,1943,1,0,0.0,146928
The Boy Friend,1972,1,0,0.0,31515
Tuesday Morning Ride,1996,1,0,0.0,244893
Twin Sisters,2004,1,0,0.0,0
The Boys of Paul Street,1969,1,0,0.0,41064
Tuba Atlantic,2012,1,0,0.0,0
The Book Thief,2014,1,0,0.0,203833
Trumbo,2016,1,0,0.0,294016
True Lies,1995,1,0,0.0,36955
The Bridge of San Luis Rey,1945,1,0,0.0,151386
Truant Officer Donald,1942,1,0,0.0,94181
The Bridges of Madison County,1996,1,0,0.0,688
Tulsa,1950,1,0,0.0,104083
The Bolshoi Ballet,1959,1,0,0.0,0
The Brink's Job,1979,1,0,0.0,24429
The Blue Lagoon,1981,1,0,0.0,5689
Vesuvius Express,1954,1,0,0.0,243001
"Very Nice, Very Nice",1962,1,0,0.0,127835
Task Force,1944,1,0,0.0,0
Blockade,1939,2,0,0.0,151911
Ali,2002,2,0,0.0,8489
The Triplets of Belleville,2004,2,0,0.0,9662
The Princess and the Pirate,1945,2,0,0.0,30506
Conquest,1938,2,0,0.0,30630
You'll Never Get Rich,1942,2,0,0.0,28658
The Prisoner of Zenda,1938,2,0,0.0,43867
David and Lisa,1963,2,0,0.0,109667
21 Grams,2004,2,0,0.0,470
Bright Victory,1952,2,0,0.0,109258
Wanted,2009,2,0,0.0,8909
Broadway Danny Rose,1985,2,0,0.0,12762
Broadway Melody of 1936,1936,2,0,0.0,43890
Topper,1938,2,0,0.0,23101
Under Siege,1993,2,0,0.0,8845
Born to Dance,1937,2,0,0.0,43872
August: Osage County,2014,2,0,0.0,152737
A Civil Action,1999,2,0,0.0,9422
You Can Count on Me,2001,2,0,0.0,14295
Zelig,1984,2,0,0.0,11030
The Well,1952,2,0,0.0,29112
Transamerica,2006,2,0,0.0,546
42nd Street,1934,2,0,0.0,3062
Fried Green Tomatoes,1992,2,0,0.0,1633
55 Days at Peking,1964,2,0,0.0,27759
Freud,1963,2,0,0.0,35806
The Portrait of a Lady,1997,2,0,0.0,36758
Bitter Sweet,1941,2,0,0.0,121695
When My Baby Smiles at Me,1949,2,0,0.0,201074
Blade Runner,1983,2,0,0.0,78
A Woman under the Influence,1975,2,0,0.0,29845
Wild,2015,2,0,0.0,228970
Above and Beyond,1954,2,0,0.0,0
Vivacious Lady,1939,2,0,0.0,33630
The Seven-per-cent Solution,1977,2,0,0.0,29578
Cast Away,2001,2,0,0.0,8358
About Schmidt,2003,2,0,0.0,2755
Amarcord,1976,2,0,0.0,0
Abe Lincoln in Illinois,1941,2,0,0.0,43806
The Wrestler,2009,2,0,0.0,12163
A.I. Artificial Intelligence,2002,2,0,0.0,644
Willow,1989,2,0,0.0,847
The Secret of Santa Vittoria,1970,2,0,0.0,30298
Catch Me If You Can,2003,2,0,0.0,640
Altered States,1981,2,0,0.0,11542
Dive Bomber,1942,2,0,0.0,65587
"Bell, Book and Candle",1959,2,0,0.0,2006
Central Station,1999,2,0,0.0,666
United 93,2007,2,0,0.0,9829
Belle of the Yukon,1946,2,0,0.0,0
The Shoes of the Fisherman,1969,2,0,0.0,17665
Why Girls Leave Home,1946,2,0,0.0,217163
Do the Right Thing,1990,2,0,0.0,925
Address Unknown,1945,2,0,0.0,126759
The Shanghai Gesture,1943,2,0,0.0,0
Centennial Summer,1947,2,0,0.0,118908
Under the Volcano,1985,2,0,0.0,41089
Arizona,1941,2,0,0.0,35561
Boyz N the Hood,1992,2,0,0.0,650
Brazil,1986,2,0,0.0,68
Autumn Sonata,1979,2,0,0.0,12761
Flags of Our Fathers,2007,2,0,0.0,3683
The Wild Bunch,1970,2,0,0.0,576
A History of Violence,2006,2,0,0.0,59
Five Fingers,1953,2,0,0.0,59087
Tom & Viv,1995,2,0,0.0,46797
The Three Caballeros,1946,2,0,0.0,0
Bon Voyage!,1963,2,0,0.0,103709
A Little Princess,1996,2,0,0.0,19101
Flight,2013,2,0,0.0,87502
The Unbearable Lightness of Being,1989,2,0,0.0,10644
The White Ribbon,2010,2,0,0.0,37903
Buck Privates,1942,2,0,0.0,29601
12 Monkeys,1996,2,0,0.0,63
Toys,1993,2,0,0.0,11597
10,1980,2,0,0.0,9051
Con Air,1998,2,0,0.0,1701
The Valley of Decision,1946,2,0,0.0,43610
Footloose,1985,2,0,0.0,1788
...And Justice for All,1980,2,0,0.0,17443
A Foreign Affair,1949,2,0,0.0,61650
The White Parade,1935,2,0,0.0,84095
Tonight and Every Night,1946,2,0,0.0,43497
Boom Town,1941,2,0,0.0,55604
Florence Foster Jenkins,2017,2,0,0.0,315664
Flying with Music,1943,2,0,0.0,110189
Annie,1983,2,0,0.0,15739
Flame of Barbary Coast,1946,2,0,0.0,40716
The Rainmaker,1957,2,0,0.0,43542
Anna Christie,1931,2,0,0.0,0
Bulldog Drummond,1931,2,0,0.0,0
"Au Revoir Les Enfants (Goodbye, Children)",1988,2,0,0.0,1786
Tron,1983,2,0,0.0,97
Frozen River,2009,2,0,0.0,10183
Young Frankenstein,1975,2,0,0.0,3034
The President's Lady,1954,2,0,0.0,89158
The Prestige,2007,2,0,0.0,1124
Blue Skies,1947,2,0,0.0,53446
Walter Wanger's Vogues of 1938,1938,2,0,0.0,0
Young Bess,1954,2,0,0.0,44711
Frances,1983,2,0,0.0,3526
Blow-Up,1967,2,0,0.0,1052
3:10 to Yuma,2008,2,0,0.0,5176
Bridesmaids,2012,2,0,0.0,55721
Four Weddings and a Funeral,1995,2,0,0.0,712
The Proud and Profane,1957,2,0,0.0,60525
Topper Returns,1942,2,0,0.0,44875
Waterloo Bridge,1941,2,0,0.0,43824
Flirtation Walk,1935,2,0,0.0,84100
Coming to America,1989,2,0,0.0,9602
Anna and the King,2000,2,0,0.0,1439
Away from Her,2008,2,0,0.0,0
A Hard Day's Night,1965,2,0,0.0,704
Genevieve,1955,2,0,0.0,0
Tommy,1976,2,0,0.0,1
Black Rain,1990,2,0,0.0,0
Stella Dallas,1938,2,0,0.0,1
Scent of a Woman,1976,2,0,0.0,0
The Garden of Eden,1985,1,0,0.0,1
The Magnificent Ambersons,1943,4,0,0.0,1
Funny Face,1958,4,0,0.0,1
Romeo and Juliet,1937,4,0,0.0,1
Dead End,1938,4,0,0.0,1
Executive Suite,1955,4,0,0.0,1
If I Were King,1939,4,0,0.0,1
The Bad Seed,1957,4,0,0.0,1
Sunday Bloody Sunday,1972,4,0,0.0,1
Amistad,1998,4,0,0.0,1
The Asphalt Jungle,1951,4,0,0.0,1
Nine,2010,4,0,0.0,1
Ninotchka,1940,4,0,0.0,1
Nixon,1996,4,0,0.0,1
An Affair to Remember,1958,4,0,0.0,1
The Natural,1985,4,0,0.0,1
Beasts of the Southern Wild,2013,4,0,0.0,1
Sunrise at Campobello,1961,4,0,0.0,1
The Last Samurai,2004,4,0,0.0,1
In Cold Blood,1968,4,0,0.0,1
My Cousin Rachel,1953,4,0,0.0,1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1965,4,0,0.0,1
Birdman of Alcatraz,1963,4,0,0.0,1
The Killers,1947,4,0,0.0,1
Pride & Prejudice,2006,4,0,0.0,1
Hell or High Water,2017,4,0,0.0,338766
The Man Who Would Be King,1976,4,0,0.0,983
Sudden Fear,1953,4,0,0.0,19171
City of God,2004,4,0,0.0,0
Georgy Girl,1967,4,0,0.0,42719
Meet Me in St. Louis,1945,4,0,0.0,909
Top Hat,1936,4,0,0.0,3080
The Wings of the Dove,1998,4,0,0.0,45609
Scrooge,1971,4,0,0.0,13765
The Green Mile,2000,4,0,0.0,497
Kotch,1972,4,0,0.0,76002
Life with Father,1948,4,0,0.0,41465
Kundun,1998,4,0,0.0,9746
A Few Good Men,1993,4,0,0.0,881
Winter's Bone,2011,4,0,0.0,39013
Sleuth,1973,4,0,0.0,993
Kismet,1945,4,0,0.0,43501
A Clockwork Orange,1972,4,0,0.0,185
Seven Beauties,1977,4,0,0.0,0
Lady for a Day,1934,4,0,0.0,43130
The Grifters,1991,4,0,0.0,18129
The Eddy Duchin Story,1957,4,0,0.0,43199
So Proudly We Hail!,1944,4,0,0.0,150778
Les Miserables,1936,4,0,0.0,43893
G. I. Joe,1946,4,0,0.0,0
The Five Pennies,1960,4,0,0.0,17677
Cross Creek,1984,4,0,0.0,115332
Love Letters,1946,4,0,0.0,109881
The Diving Bell and the Butterfly,2008,4,0,0.0,2013
The Umbrellas of Cherbourg,1966,4,0,0.0,0
Mad about Music,1939,4,0,0.0,61646
The Thin Man,1935,4,0,0.0,3529
Jungle Book,1943,4,0,0.0,23033
Henry V,1947,4,0,0.0,0
Philomena,2014,4,0,0.0,205220
"Same Time, Next Year",1979,4,0,0.0,37672
Crimes and Misdemeanors,1990,3,0,0.0,11562
Die Hard,1989,4,0,0.0,562
The China Syndrome,1980,4,0,0.0,988
District 9,2010,4,0,0.0,17654
Raintree County,1958,4,0,0.0,65488
Mr. Turner,2015,4,0,0.0,245700
Psycho,1961,4,0,0.0,539
Guys and Dolls,1956,4,0,0.0,4825
Algiers,1939,4,0,0.0,22657
Inherit the Wind,1961,4,0,0.0,1908
Blackboard Jungle,1956,4,0,0.0,26516
The Keys of the Kingdom,1946,4,0,0.0,0
Hollywood Canteen,1945,3,0,0.0,38697
"Gaily, Gaily",1970,3,0,0.0,147357
Bob & Carol & Ted & Alice,1970,4,0,0.0,26520
The Hobbit: The Desolation of Smaug,2014,3,0,0.0,57158
Crimson Tide,1996,3,0,0.0,8963
The Moon Is Blue,1954,3,0,0.0,71839
The Patriot,2001,3,0,0.0,2024
Gambit,1967,3,0,0.0,28270
Enchanted April,1993,3,0,0.0,0
Jackie,2017,3,0,0.0,376866
Ivanhoe,1953,3,0,0.0,26175
Enchanted,2008,3,0,0.0,4523
Deliverance,1973,3,0,0.0,10669
Crimes of the Heart,1987,3,0,0.0,48259
The Phantom of the Opera,2005,3,0,0.0,9833
"Rachel, Rachel",1969,4,0,0.0,42635
Hamlet,1997,4,0,0.0,10549
Taxi Driver,1977,4,0,0.0,103
Ball of Fire,1942,4,0,0.0,29884
The Rose,1980,4,0,0.0,16323
Avalon,1991,4,0,0.0,2302
The Russians Are Coming The Russians Are Coming,1967,4,0,0.0,31918
Pal Joey,1958,4,0,0.0,33734
Othello,1966,4,0,0.0,44006
The Sea Hawk,1941,4,0,0.0,26201
Arabian Nights,1943,4,0,0.0,60488
Arrowsmith,1933,4,0,0.0,0
Armageddon,1999,4,0,0.0,95
Wake Island,1943,4,0,0.0,43786
Notes on a Scandal,2007,4,0,0.0,1259
The Affairs of Cellini,1935,4,0,0.0,112951
The Adventures of Baron Munchausen,1990,4,0,0.0,0
Star Trek IV: The Voyage Home,1987,4,0,0.0,168
Far from Heaven,2003,4,0,0.0,10712
Baby Doll,1957,4,0,0.0,40478
The Kids Are All Right,2011,4,0,0.0,39781
Summer and Smoke,1962,4,0,0.0,94917
Five Easy Pieces,1971,4,0,0.0,26617
Quiz Show,1995,4,0,0.0,11450
Morocco,1932,4,0,0.0,0
Detective Story,1952,4,0,0.0,20853
The Citadel,1939,4,0,0.0,84090
Rear Window,1955,4,0,0.0,567
Spring Parade,1941,4,0,0.0,218312
Stage Door,1938,4,0,0.0,43864
Sounder,1973,4,0,0.0,42489
Marie Antoinette,1939,4,0,0.0,43847
The Mask of Zorro,1999,2,0,0.0,9342
Captain Phillips,2014,6,0,0.0,109424
The Martian,2016,7,0,0.0,286217
Madame Curie,1944,7,0,0.0,37631
Double Indemnity,1945,7,0,0.0,996
Hawaii,1967,7,0,0.0,14689
Star!,1969,7,0,0.0,52959
The Long Voyage Home,1941,6,0,0.0,52859
Our Town,1941,6,0,0.0,23283
War Horse,2012,6,0,0.0,57212
Auntie Mame,1959,6,0,0.0,16347
My Man Godfrey,1937,6,0,0.0,13562
Empire of the Sun,1988,6,0,0.0,10110
Love Affair,1940,6,0,0.0,43739
Moneyball,2012,6,0,0.0,60308
The Caine Mutiny,1955,7,0,0.0,10178
The Cardinal,1964,6,0,0.0,3010
Carol,2016,6,0,0.0,258480
Das Boot,1983,6,0,0.0,0
Cat on a Hot Tin Roof,1959,6,0,0.0,261
Lenny,1975,6,0,0.0,27094
Up in the Air,2010,6,0,0.0,22947
The Unsinkable Molly Brown,1965,6,0,0.0,42797
The Sixth Sense,2000,6,0,0.0,745
Nebraska,2014,6,0,0.0,129670
Lion,2017,6,0,0.0,334543
Hold Back the Dawn,1942,6,0,0.0,51395
Foreign Correspondent,1941,6,0,0.0,25670
The Prince of Tides,1992,7,0,0.0,10333
Broadcast News,1988,7,0,0.0,12626
Witness for the Prosecution,1958,6,0,0.0,0
The Nun's Story,1960,8,0,0.0,27029
The Turning Point,1978,11,0,0.0,61280
The Color Purple,1986,11,0,0.0,873
True Grit,2011,10,0,0.0,44264
Gangs of New York,2003,10,0,0.0,3131
American Hustle,2014,10,0,0.0,168672
Peyton Place,1958,9,0,0.0,43236
The Little Foxes,1942,9,0,0.0,43802
The Remains of the Day,1994,8,0,0.0,1245
The Sand Pebbles,1967,8,0,0.0,5923
Quo Vadis,1952,8,0,0.0,11620
Ragtime,1982,8,0,0.0,25566
The Elephant Man,1981,8,0,0.0,1955
Seabiscuit,2004,7,0,0.0,4464
Random Harvest,1943,7,0,0.0,22387
"Hush...Hush, Sweet Charlotte",1965,7,0,0.0,10299
The Shawshank Redemption,1995,7,0,0.0,278
In the Name of the Father,1994,7,0,0.0,7984
The Letter,1941,7,0,0.0,17801
Come to the Stable,1950,7,0,0.0,120481
Anatomy of a Murder,1960,7,0,0.0,93
Pepe,1961,7,0,0.0,82792
Mutiny on the Bounty,1963,7,0,0.0,11085
"The Godfather, Part III",1991,7,0,0.0,242
The Talk of the Town,1943,7,0,0.0,23159
The Insider,2000,7,0,0.0,9008
The Thin Red Line,1999,7,0,0.0,8741
Hans Christian Andersen,1953,6,0,0.0,16618
"Good Night, and Good Luck.",2006,6,0,0.0,3291
The Emigrants,1973,4,0,0.0,0
The Agony and the Ecstasy,1966,5,0,0.0,36815
Blood Diamond,2007,5,0,0.0,1372
American Graffiti,1974,5,0,0.0,838
The Wolf of Wall Street,2014,5,0,0.0,106646
Fanny,1962,5,0,0.0,84050
The French Lieutenant's Woman,1982,5,0,0.0,12537
Silkwood,1984,5,0,0.0,12502
The Verdict,1983,5,0,0.0,24226
Of Mice and Men,1940,5,0,0.0,51802
Crossfire,1948,5,0,0.0,28120
Secrets & Lies,1997,5,0,0.0,11159
Chocolat,2001,5,0,0.0,392
Lady Sings the Blues,1973,5,0,0.0,23148
Hook,1992,5,0,0.0,879
Interiors,1979,5,0,0.0,15867
Hope and Glory,1988,5,0,0.0,32054
Atlantic City,1982,5,0,0.0,0
2010,1985,5,0,0.0,4437
The Love Parade,1931,5,0,0.0,0
The Great Dictator,1941,5,0,0.0,914
Amélie,2002,5,0,0.0,194
Funny Lady,1976,5,0,0.0,39282
Frost/Nixon,2009,5,0,0.0,11499
I Remember Mama,1949,5,0,0.0,43442
Sands of Iwo Jima,1950,4,0,0.0,18712
The Wiz,1979,4,0,0.0,24961
The Fabulous Baker Boys,1990,4,0,0.0,10875
Star Wars: The Force Awakens,2016,5,0,0.0,140607
Gorillas in the Mist,1989,5,0,0.0,10130
The North Star,1944,6,0,0.0,48127
"Mary, Queen of Scots",1972,5,0,0.0,46067
Fatal Attraction,1988,6,0,0.0,10998
Friendly Persuasion,1957,6,0,0.0,43258
A Song to Remember,1946,6,0,0.0,119764
A Star Is Born,1955,6,0,0.0,3111
127 Hours,2011,6,0,0.0,44115
Captain Blood,1936,5,0,0.0,16905
It's a Wonderful Life,1947,5,0,0.0,1585
Doubt,2009,5,0,0.0,14359
Foxcatcher,2015,5,0,0.0,87492
Munich,2006,5,0,0.0,612
Love with the Proper Stranger,1964,5,0,0.0,39495
Some Came Running,1959,5,0,0.0,38724
David and Bathsheba,1952,5,0,0.0,42567
Death of a Salesman,1952,5,0,0.0,104394
The Dresser,1984,5,0,0.0,42122
Pirates of the Caribbean: The Curse of the Black Pearl,2004,5,0,0.0,22
The Talented Mr. Ripley,2000,5,0,0.0,1213
The Greatest Story Ever Told,1966,5,0,0.0,2428
In the Bedroom,2002,5,0,0.0,1999
Alfie,1967,5,0,0.0,15598
Four Daughters,1939,5,0,0.0,67880
The Sundowners,1961,5,0,0.0,43047
Merrily We Live,1939,5,0,0.0,111315
The Children's Hour,1962,5,0,0.0,20139
Flower Drum Song,1962,5,0,0.0,25105
The Private Lives of Elizabeth and Essex,1940,5,0,0.0,16902
Hotel Rwanda,2005,3,0,0.0,205
Faces,1969,3,0,0.0,753
Kings Row,1943,3,0,0.0,53779
Saludos Amigos,1944,3,0,0.0,0
Chaplin,1993,3,0,0.0,10435
Cinderella Liberty,1974,3,0,0.0,84847
Thousands Cheer,1944,3,0,0.0,43518
Changeling,2009,3,0,0.0,3580
Carefree,1939,3,0,0.0,29872
Magnolia,2000,3,0,0.0,334
Runaway Train,1986,3,0,0.0,11893
Sahara,1944,3,0,0.0,18783
Tinker Tailor Soldier Spy,2012,3,0,0.0,49517
The General Died at Dawn,1937,3,0,0.0,113916
La Cage aux Folles,1980,3,0,0.0,0
12 Angry Men,1958,3,0,0.0,389
"Captain Newman, M.D.",1964,3,0,0.0,33728
Man of Conquest,1940,3,0,0.0,192939
Caged,1951,3,0,0.0,29381
Pirates of the Caribbean: At World's End,2008,2,0,0.0,285
Passion Fish,1993,2,0,0.0,41768
Passengers,2017,2,0,0.0,274870
The Magnificent Seven,1957,2,0,0.0,0
Parenthood,1990,2,0,0.0,1552
Show Boat,1952,2,0,0.0,17820
The Magnificent Yankee,1951,2,0,0.0,101653
Sundays and Cybele,1964,2,0,0.0,0
Shirley Valentine,1990,2,0,0.0,18683
Planet of the Apes,1969,2,0,0.0,871
Silver Queen,1943,2,0,0.0,110306
The Young Lions,1959,3,0,0.0,40739
Lifeboat,1945,3,0,0.0,13321
"Summer Wishes, Winter Dreams",1974,2,0,0.0,92311
Sicario,2016,3,0,0.0,273481
Pinky,1950,3,0,0.0,62727
Sundown,1942,3,0,0.0,94241
Vera Drake,2005,3,0,0.0,11109
North by Northwest,1960,3,0,0.0,213
Batman Forever,1996,3,0,0.0,414
Tom Sawyer,1974,3,0,0.0,42473
Apocalypto,2007,3,0,0.0,1579
The Front Page,1932,3,0,0.0,42814
Cinderella,1951,3,0,0.0,11224
Little Children,2007,3,0,0.0,1440
Little Women,1995,3,0,0.0,9587
Lady in the Dark,1945,3,0,0.0,120801
Three Smart Girls,1937,3,0,0.0,64142
The Young Philadelphians,1960,3,0,0.0,43111
Casanova Brown,1945,3,0,0.0,81751
Cliffhanger,1994,3,0,0.0,9350
1941,1980,3,0,0.0,11519
Young Winston,1973,3,0,0.0,66775
Career,1960,3,0,0.0,216859
Cinderella Man,2006,3,0,0.0,921
There's No Business Like Show Business,1955,3,0,0.0,21468
Children of Men,2007,3,0,0.0,9693
The Young in Heart,1939,3,0,0.0,38023
A Certain Smile,1959,3,0,0.0,98508
You Were Never Lovelier,1943,3,0,0.0,43787
A Chorus Line,1986,3,0,0.0,1816
Holiday,1932,2,0,0.0,162625
Summertime,1956,2,0,0.0,50363
The Gospel According to St. Matthew,1967,3,0,0.0,0
Road to Morocco,1943,2,0,0.0,31805
Gulliver's Travels,1940,2,0,0.0,42518
Resurrection,1981,2,0,0.0,98864
Sabrina,1996,2,0,0.0,11860
Rambling Rose,1992,2,0,0.0,32221
Running on Empty,1989,2,0,0.0,18197
"Reuben, Reuben",1984,2,0,0.0,31944
Rhapsody in Blue,1946,2,0,0.0,43491
Richard III,1996,2,0,0.0,31174
The Muppet Movie,1980,2,0,0.0,11176
Romance on the High Seas,1949,2,0,0.0,43449
"Goodbye, Mr. Chips",1970,2,0,0.0,42607
Something to Shout About,1944,2,0,0.0,120588
Rogue One: A Star Wars Story,2017,2,0,0.0,330459
Snow White and the Huntsman,2013,2,0,0.0,58595
